CNO,SEX,GPA,CLASS,ACCOUNTANCY,ADV/MATHS,AGRICULTURE,ARABIC,BAM,BIOLOGY,CHEMISTRY,COMMERCE,COMP/SCIENCE,DIVINITY,ECONOMICS,ENGLISH,F & HN NUTRITION,FRENCH,G/STUDIES,GEOGR,HISTORY,IS/KNOWLEDGE,KISWAHILI,PHYSICS
S0548/0557,M,3.7,DISTINCTION,,,,,,,,,,,,+,,,C,B,+,,X,
S0548/0558,M,3.7,DISTINCTION,,,,,,,,,,,,+,,,C,B,+,,X,
S0548/0559,M,3.0,MERIT,,,,,,,,,,,,B,,,D,X,B,,B,
S0548/0560,M,3.3,MERIT,,,,,,,,,,,,+,,,C,B,B,,X,
S0548/0561,M,3.0,MERIT,,,,,,,,,,,,B,,,C,B,B,,X,
S0549/0501,F,0.3,FAIL,,E,,,X,X,D,,,,,X,,,D,X,X,,,E
S0549/0502,F,2.0,CREDIT,,X,,,E,C,D,,,,,X,,,D,B,X,,,X
S0549/0503,F,1.3,PASS,,X,,,E,C,C,,,,,X,,,D,X,X,,,E
S0549/0504,F,1.3,PASS,,X,,,D,B,D,,,,,X,,,D,X,X,,,E
S0549/0505,F,0.3,FAIL,,X,,,D,D,E,,,,,X,,,E,X,X,,,E
S0549/0506,F,2.3,CREDIT,,X,,,E,B,C,,,,,X,,,D,C,X,,,X
S0549/0507,F,2.7,CREDIT,,X,,,D,B,C,,,,,X,,,D,B,X,,,X
S0549/0508,F,0.0,FAIL,,E,,,X,X,E,,,,,X,,,E,X,X,,,E
S0549/0509,F,3.3,MERIT,,X,,,D,+,B,,,,,X,,,D,B,X,,,X
S0549/0510,F,1.7,CREDIT,,D,,,X,X,C,,,,,X,,,D,X,X,,,C
S0549/0511,F,2.7,CREDIT,,X,,,E,B,C,,,,,X,,,D,B,X,,,X
S0549/0512,F,3.3,MERIT,,X,,,C,+,+,,,,,X,,,C,X,X,,,C
S0549/0513,F,2.0,CREDIT,,X,,,E,B,D,,,,,X,,,D,C,X,,,X
S0549/0514,F,2.0,CREDIT,,X,,,D,C,C,,,,,X,,,D,C,X,,,X
S0549/0515,F,1.7,CREDIT,,X,,,D,C,D,,,,,X,,,C,C,X,,,X
S0549/0516,F,1.7,CREDIT,,X,,,F,C,D,,,,,X,,,D,C,X,,,X
S0549/0517,F,1.3,PASS,,X,,,E,C,D,,,,,X,,,D,D,X,,,X
S0549/0518,F,2.3,CREDIT,,X,,,C,+,C,,,,,X,,,D,X,X,,,D
S0549/0519,F,1.7,CREDIT,,X,,,E,C,D,,,,,X,,,D,C,X,,,X
S0549/0520,F,2.3,CREDIT,,X,,,D,B,C,,,,,X,,,D,C,X,,,X
S0549/0521,F,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,E,X,X,,,D
S0549/0522,F,2.7,CREDIT,,X,,,C,B,B,,,,,X,,,D,C,X,,,X
S0549/0523,F,1.3,PASS,,X,,,D,D,D,,,,,X,,,D,C,X,,,X
S0549/0524,F,0.7,PASS,,D,,,X,X,E,,,,,X,,,D,X,X,,,D
S0549/0525,F,3.0,MERIT,,X,,,D,+,B,,,,,X,,,D,X,X,,,C
S0549/0526,F,0.3,FAIL,,X,,,E,D,E,,,,,X,,,D,X,X,,,E
S0549/0527,F,3.0,MERIT,,X,,,C,+,B,,,,,X,,,C,C,X,,,X
S0549/0528,F,2.0,CREDIT,,X,,,B,C,B,,,,,X,,,E,X,X,,,D
S0549/0529,F,2.3,CREDIT,,X,,,C,B,B,,,,,X,,,E,X,X,,,D
S0549/0530,F,0.3,FAIL,,X,,,E,E,E,,,,,X,,,D,D,X,,,X
S0549/0531,F,0.7,PASS,,D,,,X,X,D,,,,,X,,,D,X,X,,,E
S0549/0532,F,1.7,CREDIT,,X,,,E,C,D,,,,,X,,,D,C,X,,,X
S0549/0533,F,3.0,MERIT,,X,,,C,+,B,,,,,X,,,E,X,X,,,C
S0549/0534,F,1.3,PASS,,X,,,C,C,D,,,,,X,,,D,X,X,,,D
S0549/0535,F,1.7,CREDIT,,X,,,D,B,D,,,,,X,,,D,X,X,,,D
S0549/0536,F,2.7,CREDIT,,B,,,X,X,B,,,,,X,,,D,X,X,,,C
S0549/0537,F,1.3,PASS,,X,,,E,D,D,,,,,X,,,D,C,X,,,X
S0549/0538,F,2.3,CREDIT,,X,,,D,+,C,,,,,X,,,E,X,X,,,D
S0549/0539,F,1.0,PASS,,X,,,F,C,D,,,,,X,,,D,X,X,,,E
S0549/0540,F,1.3,PASS,,C,,,X,X,C,,,,,X,,,D,X,X,,,E
S0549/0541,F,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,E,X,X,,,C
S0549/0542,F,1.0,PASS,,X,,,D,C,D,,,,,X,,,E,X,X,,,E
S0549/0543,F,0.7,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,E
S0549/0544,F,2.3,CREDIT,,X,,,D,C,C,,,,,X,,,D,B,X,,,X
S0549/0545,F,1.7,CREDIT,,X,,,D,B,D,,,,,X,,,D,X,X,,,D
S0549/0546,F,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,D,X,X,,,D
S0549/0547,F,1.0,PASS,,X,,,F,B,E,,,,,X,,,D,X,X,,,F
S0549/0548,F,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,D,C,X,,,X
S0549/0549,F,1.3,PASS,,D,,,X,X,C,,,,,X,,,D,X,X,,,D
S0549/0550,F,2.0,CREDIT,,X,,,F,C,D,,,,,X,,,D,B,X,,,X
S0549/0551,F,2.7,CREDIT,,X,,,B,+,B,,,,,X,,,D,X,X,,,D
S0549/0552,F,1.0,PASS,,X,,,E,D,D,,,,,X,,,E,D,X,,,X
S0549/0553,F,0.7,PASS,,X,,,E,D,D,,,,,X,,,E,X,X,,,F
S0549/0554,F,1.0,PASS,,X,,,D,C,D,,,,,X,,,D,X,X,,,E
S0549/0555,F,2.0,CREDIT,,X,,,D,C,C,,,,,X,,,D,C,X,,,X
S0549/0556,F,0.7,PASS,,X,,,D,D,D,,,,,X,,,D,X,X,,,E
S0549/0557,F,2.7,CREDIT,,X,,,C,+,B,,,,,X,,,D,X,X,,,D
S0549/0558,F,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,D,X,X,,,D
S0549/0559,F,0.7,PASS,,D,,,X,X,D,,,,,X,,,D,X,X,,,E
S0549/0560,F,3.7,DISTINCTION,,X,,,X,X,X,,,,,+,,,D,B,+,,,X
S0549/0561,F,2.3,CREDIT,,B,,,X,X,C,,,,,X,,,D,X,X,,,C
S0549/0562,F,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,E,X,X,,,D
S0549/0563,F,2.7,CREDIT,,X,,,E,B,C,,,,,X,,,D,B,X,,,X
S0549/0564,F,2.3,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,,D
S0549/0565,F,1.3,PASS,,D,,,X,X,C,,,,,X,,,D,X,X,,,D
S0549/0566,F,1.7,CREDIT,,X,,,D,C,D,,,,,X,,,D,C,X,,,X
S0549/0567,F,3.0,MERIT,,X,,,D,+,B,,,,,X,,,C,C,X,,,X
S0549/0568,F,1.0,PASS,,X,,,E,C,E,,,,,X,,,D,D,X,,,X
S0549/0569,F,3.3,MERIT,,X,,,C,+,B,,,,,X,,,D,B,X,,,X
S0549/0570,F,2.0,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,,E
S0549/0571,F,1.0,PASS,,X,,,E,B,E,,,,,X,,,E,X,X,,,F
S0549/0572,F,1.0,PASS,,X,,,E,C,D,,,,,X,,,D,X,X,,,E
S0549/0573,F,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,D,X,X,,,D
S0549/0574,F,1.0,PASS,,X,,,E,D,C,,,,,X,,,C,X,X,,,E
S0549/0575,F,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,,C
S0549/0576,F,1.7,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,E
S0549/0577,F,1.7,CREDIT,,X,,,E,B,C,,,,,X,,,D,X,X,,,E
S0549/0578,F,0.7,PASS,,X,,,D,D,D,,,,,X,,,D,X,X,,,E
S0549/0579,F,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,D
S0549/0580,F,1.3,PASS,,D,,,X,X,C,,,,,X,,,D,X,X,,,D
S0549/0581,F,3.3,MERIT,,X,,,C,+,B,,,,,X,,,D,X,X,,,B
S0549/0582,F,2.3,CREDIT,,C,,,X,X,B,,,,,X,,,D,X,X,,,C
S0549/0583,F,3.3,MERIT,,X,,,C,+,B,,,,,X,,,C,B,X,,,X
S0549/0584,F,0.7,PASS,,D,,,X,X,D,,,,,X,,,D,X,X,,,E
S0549/0585,M,3.0,MERIT,,X,,,X,X,X,,,,,B,,,D,B,B,,,X
S0549/0586,M,3.0,MERIT,,X,,,D,+,B,,,,,X,,,E,C,X,,,X
S0549/0587,M,0.3,FAIL,,X,,,E,D,E,,,,,X,,,D,X,X,,,E
S0549/0588,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,E,X,X,,,D
S0549/0589,M,2.3,CREDIT,,X,,,E,B,C,,,,,X,,,D,C,X,,,X
S0549/0590,M,3.0,MERIT,,X,,,D,+,B,,,,,X,,,C,C,X,,,X
S0549/0591,M,-,ABS,,X,,,X,X,X,,,,,X,,,X,X,X,,,X
S0549/0592,M,1.3,PASS,,X,,,E,C,C,,,,,X,,,E,X,X,,,E
S0549/0593,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,E,X,X,,,D
S0549/0594,M,2.3,CREDIT,,X,,,C,B,C,,,,,X,,,D,X,X,,,C
S0549/0595,M,0.7,PASS,,X,,,D,D,D,,,,,X,,,E,X,X,,,E
S0549/0596,M,2.0,CREDIT,,X,,,D,C,C,,,,,X,,,E,X,X,,,C
S0549/0597,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,C,+,,,X
S0549/0598,M,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,E,X,X,,,C
S0549/0599,M,1.7,CREDIT,,X,,,E,B,D,,,,,X,,,E,X,X,,,D
S0549/0600,M,1.3,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,C
S0549/0601,M,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,D,X,X,,,C
S0549/0602,M,0.3,FAIL,,E,,,X,X,E,,,,,X,,,E,X,X,,,D
S0549/0603,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,D
S0549/0604,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,B,,,X
S0549/0605,M,3.0,MERIT,,X,,,D,+,B,,,,,X,,,D,X,X,,,C
S0549/0606,M,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,E,D,X,,,X
S0549/0607,M,0.7,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,E
S0549/0608,M,1.0,PASS,,X,,,D,C,D,,,,,X,,,D,X,X,,,E
S0549/0609,M,0.7,PASS,,E,,,X,X,C,,,,,X,,,E,X,X,,,F
S0549/0610,M,1.0,PASS,,X,,,F,D,E,,,,,X,,,E,C,X,,,X
S0549/0611,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,C,C,+,,,X
S0549/0612,M,1.0,PASS,,D,,,X,X,D,,,,,X,,,D,X,X,,,D
S0549/0613,M,1.3,PASS,,X,,,D,C,D,,,,,X,,,E,X,X,,,D
S0549/0614,M,0.3,FAIL,,X,,,F,D,E,,,,,X,,,E,X,X,,,F
S0549/0615,M,0.7,PASS,,X,,,F,C,E,,,,,X,,,E,X,X,,,F
S0549/0616,M,0.3,FAIL,,D,,,X,X,E,,,,,X,,,E,X,X,,,E
S0549/0617,M,1.3,PASS,,X,,,D,C,D,,,,,X,,,D,X,X,,,D
S0549/0618,M,0.7,PASS,,D,,,X,X,D,,,,,X,,,D,X,X,,,E
S0549/0619,M,3.0,MERIT,,X,,,X,X,X,,,,,+,,,C,C,B,,,X
S0549/0620,M,2.3,CREDIT,,X,,,D,B,B,,,,,X,,,E,X,X,,,D
S0549/0621,M,1.0,PASS,,X,,,F,C,D,,,,,X,,,D,X,X,,,E
S0549/0622,M,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,E,X,X,,,D
S0549/0623,M,2.7,CREDIT,,X,,,D,+,B,,,,,X,,,D,X,X,,,D
S0549/0624,M,2.0,CREDIT,,B,,,X,X,C,,,,,X,,,E,X,X,,,D
S0549/0625,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,D
S0549/0626,M,3.0,MERIT,,X,,,D,+,C,,,,,X,,,C,B,X,,,X
S0549/0627,M,1.7,CREDIT,,X,,,D,C,D,,,,,X,,,D,C,X,,,X
S0549/0628,M,1.3,PASS,,X,,,D,C,D,,,,,X,,,E,X,X,,,D
S0549/0629,M,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,D,X,X,,,C
S0549/0630,M,0.0,FAIL,,E,,,X,X,E,,,,,X,,,E,X,X,,,E
S0549/0631,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,E,D,X,,,X
S0549/0632,M,1.0,PASS,,X,,,E,D,D,,,,,X,,,D,X,X,,,D
S0549/0633,M,1.7,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,E
S0549/0634,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,,X
S0549/0635,M,1.3,PASS,,C,,,X,X,C,,,,,X,,,D,X,X,,,E
S0549/0636,M,1.3,PASS,,C,,,X,X,D,,,,,X,,,D,X,X,,,D
S0549/0637,M,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,C,X,X,,,C
S0549/0638,M,2.3,CREDIT,,C,,,X,X,B,,,,,X,,,D,X,X,,,C
S0549/0639,M,2.3,CREDIT,,X,,,F,B,D,,,,,X,,,D,B,X,,,X
S0549/0640,M,2.7,CREDIT,,X,,,C,B,C,,,,,X,,,D,X,X,,,B
S0549/0641,M,3.0,MERIT,,X,,,C,B,B,,,,,X,,,D,X,X,,,B
S0549/0642,M,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,C,X,X,,,C
S0549/0643,M,0.3,FAIL,,X,,,E,D,E,,,,,X,,,E,X,X,,,E
S0549/0644,M,1.0,PASS,,D,,,X,X,D,,,,,X,,,D,X,X,,,D
S0549/0645,M,0.7,PASS,,X,,,E,D,D,,,,,X,,,E,X,X,,,E
S0549/0646,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,C,+,,,X
S0549/0647,M,1.0,PASS,,D,,,X,X,C,,,,,X,,,E,X,X,,,E
S0549/0648,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,,X
S0549/0649,M,1.0,PASS,,X,,,F,D,E,,,,,X,,,D,C,X,,,X
S0549/0650,M,3.0,MERIT,,X,,,C,C,B,,,,,X,,,E,X,X,,,+
S0549/0651,M,1.0,PASS,,X,,,D,C,D,,,,,X,,,E,X,X,,,E
S0549/0652,M,1.7,CREDIT,,B,,,X,X,D,,,,,X,,,E,X,X,,,D
S0549/0653,M,2.3,CREDIT,,X,,,C,B,C,,,,,X,,,D,X,X,,,C
S0549/0654,M,1.3,PASS,,X,,,D,B,D,,,,,X,,,E,X,X,,,F
S0549/0655,M,3.3,MERIT,,X,,,D,+,B,,,,,X,,,D,B,X,,,X
S0549/0656,M,2.7,CREDIT,,C,,,X,X,B,,,,,X,,,E,X,X,,,B
S0549/0657,M,1.0,PASS,,X,,,F,C,D,,,,,X,,,E,X,X,,,E
S0549/0658,M,2.7,CREDIT,,X,,,C,+,B,,,,,X,,,D,X,X,,,D
S0549/0659,M,1.0,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,D
S0549/0660,M,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,E,X,X,,,D
S0549/0661,M,1.7,CREDIT,,X,,,D,C,D,,,,,X,,,D,C,X,,,X
S0549/0662,M,1.3,PASS,,X,,,E,D,D,,,,,X,,,E,C,X,,,X
S0549/0663,M,1.3,PASS,,D,,,X,X,C,,,,,X,,,E,X,X,,,D
S0549/0664,M,1.0,PASS,,X,,,E,C,D,,,,,X,,,E,X,X,,,E
S0549/0665,M,3.0,MERIT,,X,,,X,X,X,,,,,B,,,C,B,B,,,X
S0549/0666,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,D
S0549/0667,M,1.7,CREDIT,,X,,,D,C,D,,,,,X,,,D,C,X,,,X
S0549/0668,M,3.0,MERIT,,X,,,X,X,X,,,,,B,,,D,C,+,,,X
S0549/0669,M,1.0,PASS,,C,,,X,X,D,,,,,X,,,E,X,X,,,E
S0549/0670,M,3.7,DISTINCTION,,B,,,X,X,+,,,,,X,,,D,X,X,,,+
S0549/0671,M,1.0,PASS,,X,,,D,C,D,,,,,X,,,D,X,X,,,E
S0549/0672,M,2.3,CREDIT,,X,,,F,B,C,,,,,X,,,D,C,X,,,X
S0549/0673,M,1.7,CREDIT,,X,,,D,C,C,,,,,X,,,D,X,X,,,D
S0549/0674,M,0.3,FAIL,,E,,,X,X,D,,,,,X,,,E,X,X,,,E
S0549/0675,M,3.0,MERIT,,X,,,C,B,B,,,,,X,,,D,X,X,,,B
S0549/0676,M,0.7,PASS,,X,,,E,D,D,,,,,X,,,E,X,X,,,E
S0549/0677,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,D,B,B,,,X
S0549/0678,M,2.3,CREDIT,,X,,,D,B,C,,,,,X,,,D,C,X,,,X
S0549/0679,M,1.0,PASS,,X,,,C,D,C,,,,,X,,,E,X,X,,,E
S0549/0680,M,0.7,PASS,,E,,,X,X,D,,,,,X,,,E,X,X,,,D
S0549/0681,M,3.3,MERIT,,X,,,X,X,X,,,,,+,,,C,C,+,,,X
S0549/0682,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,E,X,X,,,D
S0549/0683,M,0.7,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,E
S0549/0684,M,2.0,CREDIT,,X,,,E,B,E,,,,,X,,,D,B,X,,,X
S0549/0685,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,B,,,X
S0549/0686,M,2.0,CREDIT,,X,,,C,B,C,,,,,X,,,D,X,X,,,D
S0549/0687,M,2.7,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,,C
S0549/0688,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,C,X,X,,,D
S0549/0689,M,0.3,FAIL,,X,,,E,D,E,,,,,X,,,D,X,X,,,E
S0549/0690,M,1.7,CREDIT,,X,,,D,C,D,,,,,X,,,E,C,X,,,X
S0549/0691,M,2.0,CREDIT,,X,,,X,X,X,,,,,B,,,D,D,C,,,X
S0549/0692,M,2.0,CREDIT,,X,,,E,B,D,,,,,X,,,C,C,X,,,X
S0549/0693,M,3.3,MERIT,,B,,,X,X,+,,,,,X,,,D,X,X,,,B
S0549/0694,M,3.0,MERIT,,X,,,D,+,B,,,,,X,,,D,X,X,,,C
S0549/0695,M,2.0,CREDIT,,X,,,E,B,C,,,,,X,,,E,X,X,,,D
S0549/0696,M,1.0,PASS,,X,,,D,C,D,,,,,X,,,E,X,X,,,E
S0549/0697,M,2.3,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,C
S0549/0698,M,1.0,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,D
S0549/0699,M,0.7,PASS,,X,,,F,D,D,,,,,X,,,D,X,X,,,F
S0549/0700,M,1.3,PASS,,X,,,D,C,C,,,,,X,,,D,X,X,,,E
S0549/0701,M,2.3,CREDIT,,X,,,D,B,B,,,,,X,,,E,X,X,,,D
S0549/0702,M,2.3,CREDIT,,X,,,X,X,X,,,,,B,,,B,D,B,,,X
S0549/0703,M,2.3,CREDIT,,X,,,E,B,D,,,,,X,,,D,B,X,,,X
S0549/0704,M,1.0,PASS,,X,,,E,C,D,,,,,X,,,D,X,X,,,E
S0549/0705,M,1.3,PASS,,X,,,D,C,C,,,,,X,,,E,X,X,,,E
S0549/0706,M,1.3,PASS,,X,,,D,C,C,,,,,X,,,E,X,X,,,E
S0549/0707,M,3.3,MERIT,,X,,,X,X,X,,,,,B,,,C,B,+,,,X
S0549/0708,M,3.3,MERIT,,X,,,D,+,B,,,,,X,,,D,B,X,,,X
S0549/0709,M,1.7,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,E
S0549/0710,M,2.3,CREDIT,,X,,,D,B,B,,,,,X,,,D,X,X,,,D
S0549/0711,M,2.0,CREDIT,,X,,,E,B,C,,,,,X,,,D,X,X,,,D
S0549/0712,M,1.3,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,C
S0549/0714,M,2.7,CREDIT,,X,,,C,+,C,,,,,X,,,D,X,X,,,C
S0549/0715,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,B,,,X
S0549/0716,M,0.7,PASS,,D,,,X,X,D,,,,,X,,,E,X,X,,,E
S0549/0717,M,3.0,MERIT,,X,,,X,X,X,,,,,+,,,D,C,B,,,X
S0549/0718,M,1.3,PASS,,C,,,X,X,D,,,,,X,,,E,X,X,,,D
S0549/0719,M,-,ABS,,X,,,X,X,X,,,,,X,,,X,X,X,,,X
S0549/0720,M,1.7,CREDIT,,X,,,D,D,C,,,,,X,,,E,C,X,,,X
S0549/0721,M,3.7,DISTINCTION,,X,,,C,+,+,,,,,X,,,D,X,X,,,B
S0549/0722,M,0.7,PASS,,E,,,X,X,D,,,,,X,,,E,X,X,,,D
S0549/0723,M,0.3,FAIL,,E,,,X,X,D,,,,,X,,,D,X,X,,,E
S0549/0724,M,3.3,MERIT,,X,,,C,+,+,,,,,X,,,E,X,X,,,C
S0549/0725,M,2.0,CREDIT,,C,,,X,X,C,,,,,X,,,D,X,X,,,C
S0549/0726,M,2.0,CREDIT,,X,,,D,B,C,,,,,X,,,D,X,X,,,D
S0549/0727,M,2.7,CREDIT,,X,,,X,X,X,,,,,+,,,D,D,B,,,X
S0549/0728,M,2.0,CREDIT,,X,,,D,C,B,,,,,X,,,D,X,X,,,D
S0549/0729,M,1.0,PASS,,X,,,D,C,D,,,,,X,,,E,X,X,,,E
S0549/0730,M,2.7,CREDIT,,X,,,X,X,X,,,,,B,,,D,C,B,,,X
S0549/0731,M,1.3,PASS,,C,,,X,X,D,,,,,X,,,D,X,X,,,D
S0549/0732,M,1.3,PASS,,X,,,D,C,C,,,,,X,,,E,X,X,,,F
S0549/0733,M,2.0,CREDIT,,X,,,C,B,C,,,,,X,,,D,X,X,,,D
S0554/0501,M,3.0,MERIT,,,,,X,X,X,,,,,B,,,E,X,B,,B,X
S0554/0502,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,C,X,B,,B,X
S0554/0503,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,D,X,B,,B,X
S0554/0504,M,2.3,CREDIT,,,,,X,X,X,,,,,B,,,D,X,C,,C,X
S0554/0505,M,2.3,CREDIT,,,,,X,X,X,,,,,C,,,E,X,B,,C,X
S0554/0506,M,3.0,MERIT,,,,,X,X,X,,,,,B,,,D,X,B,,B,X
S0554/0507,M,3.7,DISTINCTION,,,,,X,X,X,,,,,+,,,D,B,+,,X,X
S0554/0508,M,3.7,DISTINCTION,,,,,X,X,X,,,,,+,,,C,B,+,,X,X
S0554/0509,M,4.0,DISTINCTION,,,,,X,X,X,,,,,A,,,C,B,+,,X,X
S0554/0510,M,2.7,CREDIT,,,,,X,X,X,,,,,B,,,D,C,B,,X,X
S0554/0512,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,C,C,+,,X,X
S0554/0513,M,3.7,DISTINCTION,,,,,X,X,X,,,,,+,,,C,B,+,,X,X
S0554/0514,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,C,B,B,,X,X
S0554/0515,M,3.7,DISTINCTION,,,,,X,X,X,,,,,+,,,D,B,+,,X,X
S0554/0516,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,D,C,+,,X,X
S0554/0517,M,3.7,DISTINCTION,,,,,X,X,X,,,,,+,,,C,B,+,,X,X
S0554/0518,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,D,C,+,,X,X
S0554/0519,M,3.7,DISTINCTION,,,,,X,X,X,,,,,+,,,C,B,+,,X,X
S0554/0520,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,C,C,+,,X,X
S0554/0521,M,1.7,CREDIT,,,,,X,X,X,,,,,C,,,E,D,C,,X,X
S0554/0522,M,3.3,MERIT,,,,,X,X,X,,,,,B,,,C,B,+,,X,X
S0554/0523,M,3.3,MERIT,,,,,X,X,X,,,,,+,,,D,B,B,,X,X
S0554/0524,M,3.0,MERIT,,,,,X,X,X,,,,,X,,,D,B,B,,B,X
S0554/0525,M,2.3,CREDIT,,,,,X,X,X,,,,,X,,,D,C,C,,B,X
S0554/0526,M,3.7,DISTINCTION,,,,,X,X,X,,,,,X,,,D,B,+,,+,X
S0554/0527,M,3.3,MERIT,,,,,X,X,X,,,,,X,,,C,C,+,,+,X
S0554/0528,M,4.0,DISTINCTION,,,,,X,X,X,,,,,X,,,C,+,+,,+,X
S0554/0529,M,3.3,MERIT,,,,,X,X,X,,,,,X,,,D,B,+,,B,X
S0554/0530,M,3.7,DISTINCTION,,,,,X,X,X,,,,,X,,,E,+,+,,B,X
S0554/0532,M,2.3,CREDIT,,,,,X,X,X,,,,,X,,,D,C,B,,C,X
S0554/0533,M,2.3,CREDIT,,,,,X,X,X,,,,,X,,,D,C,C,,B,X
S0554/0534,M,4.0,DISTINCTION,,,,,X,X,X,,,,,X,,,C,+,+,,+,X
S0554/0535,M,3.0,MERIT,,,,,X,X,X,,,,,X,,,D,B,B,,B,X
S0554/0536,M,2.7,CREDIT,,,,,X,X,X,,,,,X,,,D,C,B,,B,X
S0554/0537,M,3.7,DISTINCTION,,,,,X,X,X,,,,,X,,,D,B,+,,+,X
S0554/0538,M,3.3,MERIT,,,,,X,X,X,,,,,X,,,D,B,+,,B,X
S0554/0539,M,2.7,CREDIT,,,,,X,X,X,,,,,X,,,D,C,B,,B,X
S0554/0540,M,2.7,CREDIT,,,,,X,X,X,,,,,X,,,D,C,B,,B,X
S0554/0541,M,1.7,CREDIT,,,,,X,X,X,,,,,X,,,E,D,C,,C,X
S0554/0542,M,1.3,PASS,,,,,E,D,D,,,,,X,,,D,C,X,,X,X
S0554/0543,M,3.0,MERIT,,,,,E,B,B,,,,,X,,,D,B,X,,X,X
S0554/0544,M,3.0,MERIT,,,,,D,B,B,,,,,X,,,D,B,X,,X,X
S0554/0545,M,2.3,CREDIT,,,,,F,B,C,,,,,X,,,E,C,X,,X,X
S0554/0546,M,4.0,DISTINCTION,,,,,D,+,+,,,,,X,,,D,+,X,,X,X
S0554/0547,M,1.3,PASS,,,,,F,C,E,,,,,X,,,D,C,X,,X,X
S0554/0548,M,2.3,CREDIT,,,,,F,B,C,,,,,X,,,D,C,X,,X,X
S0554/0549,M,2.3,CREDIT,,,,,F,C,C,,,,,X,,,D,B,X,,X,X
S0554/0550,M,1.3,PASS,,,,,F,D,D,,,,,X,,,E,C,X,,X,X
S0554/0551,M,3.0,MERIT,,,,,D,B,B,,,,,X,,,C,B,X,,X,X
S0554/0552,M,2.0,CREDIT,,,,,E,B,D,,,,,X,,,E,C,X,,X,X
S0554/0553,M,-,ABS,,,,,X,X,X,,,,,X,,,X,X,X,,X,X
S0554/0554,M,2.0,CREDIT,,,,,E,C,C,,,,,X,,,D,C,X,,X,X
S0554/0555,M,3.3,MERIT,,,,,F,+,B,,,,,X,,,D,B,X,,X,X
S0554/0556,M,2.3,CREDIT,,,,,F,C,C,,,,,X,,,D,B,X,,X,X
S0554/0557,M,2.0,CREDIT,,,,,D,C,C,,,,,X,,,E,C,X,,X,X
